Rank,Player,Position,Age,Date,League,Team,Opp,Result,Game,Week,Day,Targets,Recs,Rec_Yards,Yards_per_Rec,Rec_TD,Catch_Percentage,Yard_per_Target
98,Phillip Lindsay,RB,25.053,2019-09-15,NFL,DEN,CHI,L 14-16,2,2,Sun,7,4,30,7.5,0,57.1,4.29
99,Hunter Renfrow,WR,23.268,2019-09-15,NFL,OAK,KAN,L 10-28,2,2,Sun,8,4,30,7.5,0,50.0,3.75
100,Vernon Davis,TE,35.227,2019-09-15,NFL,WAS,DAL,L 21-31,2,2,Sun,4,3,29,9.67,0,75.0,7.25
1,Mike Evans,WR,26.032,2019-09-22,NFL,TAM,NYG,L 31-32,3,3,Sun,15,8,190,23.75,3,53.3,12.67
2,Keenan Allen,WR,27.148,2019-09-22,NFL,LAC,HOU,L 20-27,3,3,Sun,17,13,183,14.08,2,76.5,10.76
3,Tyler Lockett,WR,26.359,2019-09-22,NFL,SEA,NOR,L 27-33,3,3,Sun,14,11,154,14.0,1,78.6,11.0
4,Darren Waller,TE,27.009,2019-09-22,NFL,OAK,MIN,L 14-34,3,3,Sun,14,13,134,10.31,0,92.9,9.57
5,Julio Jones,WR,30.226,2019-09-22,NFL,ATL,IND,L 24-27,3,3,Sun,9,8,128,16.0,1,88.9,14.22
6,Evan Engram,TE,25.02,2019-09-22,NFL,NYG,TAM,W 32-31,3,3,Sun,8,6,113,18.83,1,75.0,14.13
7,Brandin Cooks,WR,25.362,2019-09-22,NFL,LAR,CLE,W 20-13,3,3,Sun,12,8,112,14.0,0,66.7,9.33
8,Marvin Jones,WR,29.194,2019-09-22,NFL,DET,PHI,W 27-24,3,3,Sun,9,6,101,16.83,1,66.7,11.22
9,Cooper Kupp,WR,26.099,2019-09-22,NFL,LAR,CLE,W 20-13,3,3,Sun,12,11,101,9.18,2,91.7,8.42
10,Sterling Shepard,WR,26.224,2019-09-22,NFL,NYG,TAM,W 32-31,3,3,Sun,9,7,100,14.29,1,77.8,11.11
11,Marquez Valdes-Scantling,WR,24.347,2019-09-22,NFL,GNB,DEN,W 27-16,3,3,Sun,10,6,99,16.5,1,60.0,9.9
12,Mecole Hardman,WR,21.194,2019-09-22,NFL,KAN,BAL,W 33-28,3,3,Sun,5,2,97,48.5,1,40.0,19.4
13,Adam Humphries,WR,26.087,2019-09-19,NFL,TEN,JAX,L 7-20,3,3,Thu,9,6,93,15.5,0,66.7,10.33
14,Alvin Kamara,RB,24.059,2019-09-22,NFL,NOR,SEA,W 33-27,3,3,Sun,10,9,92,10.22,1,90.0,9.2
15,Travis Kelce,TE,29.352,2019-09-22,NFL,KAN,BAL,W 33-28,3,3,Sun,8,7,89,12.71,0,87.5,11.13
16,Kenny Stills,WR,27.153,2019-09-22,NFL,HOU,LAC,W 27-20,3,3,Sun,6,4,89,22.25,0,66.7,14.83
17,Amari Cooper,WR,25.097,2019-09-22,NFL,DAL,MIA,W 31-6,3,3,Sun,7,6,88,14.67,2,85.7,12.57
18,Auden Tate,WR,22.231,2019-09-22,NFL,CIN,BUF,L 17-21,3,3,Sun,10,6,88,14.67,0,60.0,8.8
19,Courtland Sutton,WR,23.347,2019-09-22,NFL,DEN,GNB,L 16-27,3,3,Sun,7,5,87,17.4,0,71.4,12.43
20,Josh Gordon,WR,28.162,2019-09-22,NFL,NWE,NYJ,W 30-14,3,3,Sun,11,6,83,13.83,0,54.5,7.55
21,Paul Richardson,WR,27.163,2019-09-23,NFL,WAS,CHI,L 15-31,3,3,Mon,9,8,83,10.38,1,88.9,9.22
22,Darius Slayton,WR,22.253,2019-09-22,NFL,NYG,TAM,W 32-31,3,3,Sun,5,3,82,27.33,0,60.0,16.4
23,JuJu Smith-Schuster,WR,22.304,2019-09-22,NFL,PIT,SFO,L 20-24,3,3,Sun,7,3,81,27.0,1,42.9,11.57
24,Chris Thompson,RB,28.338,2019-09-23,NFL,WAS,CHI,L 15-31,3,3,Mon,5,4,79,19.75,0,80.0,15.8
25,DJ Chark,WR,22.361,2019-09-19,NFL,JAX,TEN,W 20-7,3,3,Thu,5,4,76,19.0,1,80.0,15.2
26,Taylor Gabriel,WR,28.218,2019-09-23,NFL,CHI,WAS,W 31-15,3,3,Mon,7,6,75,12.5,3,85.7,10.71
27,Greg Olsen,TE,34.195,2019-09-22,NFL,CAR,ARI,W 38-20,3,3,Sun,7,6,75,12.5,2,85.7,10.71
28,Mohamed Sanu,WR,30.031,2019-09-22,NFL,ATL,IND,L 24-27,3,3,Sun,6,6,75,12.5,0,100.0,12.5
29,Jordan Akins,TE,27.156,2019-09-22,NFL,HOU,LAC,W 27-20,3,3,Sun,5,3,73,24.33,2,60.0,14.6
30,Miles Sanders,RB,22.144,2019-09-22,NFL,PHI,DET,L 24-27,3,3,Sun,4,2,73,36.5,0,50.0,18.25
31,Terry McLaurin,WR,24.008,2019-09-23,NFL,WAS,CHI,L 15-31,3,3,Mon,8,6,70,11.67,1,75.0,8.75
32,Tajae Sharpe,WR,24.27,2019-09-19,NFL,TEN,JAX,L 7-20,3,3,Thu,3,2,70,35.0,0,66.7,23.33
33,Tyler Boyd,WR,24.311,2019-09-22,NFL,CIN,BUF,L 17-21,3,3,Sun,11,6,68,11.33,0,54.5,6.18
